year,st,stateno,state,state_fips,state_icpsr,exp_public_welfare,welfare_spending_percap,unemployment,statemin,employed,unemployed,afdc_case,afdc_rep,afdccases_childonly,marginallyfoodinsecure,foodinsecure,verylowfoodsecure,foodstamp_case,foodstamp_rep,nslp_free,nslp_reduced,nslp_total,sbp_free,sbp_reduced,sbp_total,povrate,ssirecipients_aged,ssirecipients_blind,ssirecipients_disabled,ssirecipients_total,ssistate,ssitotal,stateeitcrate,wicparticipation,workerscompensation,apwpi,apwpia,apwspt,ig_welf,policypriorityscore,pro_welfare,anti_welfare,neutral_welfare,lowincchildren_number,mothersaid,adc,aidperm,blind,oldagea,timelim,afdc_up,medicaid_stateadoption,x_chip_children,x_chip_infants,x_chip_pregnantwomen,x_chip_pregntwomen_prebba,z_ssi_afdc_families_payments,z_ssi_blind_payments,z_ssi_blind_payments_post1965,z_ssi_disabled_payments,z_ssi_disabled_payments_post1965,z_ssi_ga_payments_per_case,z_ssi_ga_payments_per_recipient,z_ssi_old_age_payments,z_ssi_old_age_payments_post1965,z_tanf_initialelig,z_tanf_maxpayment,z_tanf_paymentsperfamily
2007,IL,13,Illinois,17,21,NA,NA,5,7.5,6334010,331591,30502,73366,17220,19.49379,11.03085,3.6930799,569073,1246400,614984,90120,1121006,214927,17511,267868,10,30502,2327,229072,261901,0,623,0,279982,154234,0.02786602,0.00339529,14546.961,66,NA,0.295773645,0.309276684,0.39494967,134,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471.263,383.992,232.878
2007,IN,14,Indiana,18,22,NA,NA,4.6,5.85,3061042,146645,41488,120177,9323,17.57428,9.07162,3.1397901,253840,587156,276215,69772,744055,124467,17516,178350,11.8,5639,880,97847,104366,0,623,0.050000001,140891,113342,0.03355679,0.00662017,7164.15,14,NA,0.218141843,0.417734421,0.364123736,55,1,1,0,1,1,1,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.477,293.697,212.573
2007,IA,15,Iowa,19,31,NA,NA,3.7,6.2,1599332,61345,16739,42020,4859,20.85981,11.70168,4.5088701,108166,238349,111339,33203,392976,46075,7846,80795,8.9,3406,728,40525,44659,22,645,0.059999999,69468,38624,0.03385886,0.00304971,3609.501,30,NA,0.256649012,0.399536866,0.343814122,21,1,1,0,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1089.04,437.258,331.289
2007,KS,16,Kansas,20,32,NA,NA,4.2,2.65,1420449,63009,14746,37914,4118,24.8365,14.30631,5.0604601,82881,182407,121529,38755,344187,56161,11583,87895,11.7,3201,331,36873,40405,0,623,0.17,69067,20635,0.02924236,0.0037724,3000.116,18,NA,0.260130974,0.387251425,0.3526176,38,1,1,1,1,1,0,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530.322,438.359,331.406
2007,KY,17,Kentucky,21,51,NA,NA,5.4,5.85,1922220,109862,30061,61171,17288,17.790979,11.66064,2.7909,266673,602022,262138,50428,548586,155380,20903,228052,15.5,12692,1328,170358,184378,0,623,0,129684,129242,0.04360572,0.01209396,5763.044,29,NA,0.260049093,0.39511155,0.344839357,68,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.95,289.396,291.793
2007,LA,18,Louisiana,22,45,NA,NA,4.3,5.85,1944038,86396,10988,24374,7898,16.641081,8.8576403,3.8173201,266075,650357,328803,47735,583224,177016,16937,231819,16.1,16223,1558,144490,162271,0,623,0,128914,48206,0.03257923,-0.01104384,4855.664,20,NA,0.254181147,0.416707931,0.329110922,89,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.589,264.393,348.712
2007,ME,19,Maine,23,2,NA,NA,4.7,7,667781,32687,10366,24721,1769,23.600981,12.22765,6.0371199,81767,162602,43112,10275,108738,20490,3161,33352,10.9,2247,225,30856,33328,10,633,0.15000001,24693,104136,0.05331029,0.01822991,2457.036,18,NA,0.263400355,0.377157052,0.359442593,6,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921.921,437.079,322.068
2007,MD,20,Maryland,24,52,NA,NA,3.5,6.15,2867348,102746,18534,41997,8285,18.85499,9.1890402,2.7012899,147191,317825,175242,46288,439590,79679,16064,136643,8.8,15155,615,82088,97858,0,623,0.2,123868,341076,0.02627193,0.00312494,7012.898,51,NA,0.33975513,0.285970634,0.374274236,78,1,1,1,1,1,0,NA,NA,300,300,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675.11,540.285,404.761
2007,MA,21,Massachusetts,25,3,NA,NA,4.6,7.5,3268096,157913,45068,91292,17103,17.294411,9.5254602,3.3195901,239802,456192,206456,37507,561853,97809,9145,129261,11.2,45229,3708,129919,178856,114,737,0.050000001,118072,20310,0.03897077,0.01274081,12291.128,23,NA,0.29260779,0.347281621,0.360110589,14,1,1,1,1,1,0,NA,NA,300,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.745,485.293,376.447
2007,MI,22,Michigan,26,23,NA,NA,7,7.15,4658939,352181,73219,190426,22753,22.115919,11.19159,3.4095399,555744,1204409,418138,80639,896882,179692,18750,239034,10.8,16437,1642,209989,228068,14,637,0,232206,72483,0.0320333,0.00357763,11027.443,20,NA,0.301875713,0.339783292,0.358340995,75,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805.634,485.764,370.284
2007,MN,23,Minnesota,27,33,NA,NA,4.6,6.15,2773704,132686,26528,63247,9912,15.37608,10.42934,3.4318099,131764,276414,173753,52982,607537,75670,16970,132657,9.3,10371,723,67307,78401,81,704,0.33000001,134671,103208,0.04469024,0.01924038,9405.245,39,NA,0.211321831,0.378914971,0.409763198,50,1,1,1,1,1,0,NA,NA,275,280,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055.42,516.544,329.841
2007,MS,24,Mississippi,28,46,NA,NA,6.1,5.85,1224059,79455,11603,23556,6198,28.649429,16.10545,7.65521,178775,426116,264605,36981,405056,153432,14179,189469,22.6,13239,935,108571,122745,0,623,0,102669,99007,0.04836904,-0.00497434,4041.064,18,NA,0.260798569,0.393565899,0.345635531,81,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.735,192.965,211.285
2007,MO,25,Missouri,29,34,NA,NA,5.1,6.5,2879647,154932,37869,91396,9601,25.03138,15.23989,5.4382701,301338,823915,263839,60870,639003,141389,22204,217789,12.8,8829,950,112097,121876,0,623,0,134642,35758,0.02864574,-5.7872e-4,5891.849,41,NA,0.265076774,0.405384757,0.329538469,94,1,1,1,1,1,0,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390.158,299.019,235.979
2007,MT,26,Montana,30,64,NA,NA,3.6,6.15,484189,17881,3192,8043,1394,21.302799,12.9463,4.7782001,34830,79969,31458,9212,83844,14640,2587,23090,13,1090,124,14415,15629,0,623,0,19279,145952,0.02743145,-0.01019406,852.975,9,NA,0.244974267,0.393341812,0.361683921,14,1,1,1,1,1,0,NA,NA,175,175,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708.033,477.416,377.523
2007,NE,27,Nebraska,31,35,NA,NA,3,5.85,949494,29269,6667,15218,3288,17.268641,12.13514,3.1926601,51845,120634,75634,24783,237410,30975,5790,52966,9.9,2025,242,20785,23052,9,632,0,42087,103916,0.03153176,0.00283668,2076.814,10,NA,0.222481468,0.428622568,0.348895964,25,1,1,1,1,1,1,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,860.604,368.108,294.355
2007,NV,28,Nevada,32,65,NA,NA,4.5,6.15,1270572,59824,6706,16452,3299,23.18338,13.03809,4.4077702,57023,122224,95789,24551,193461,39168,6698,59981,9.7,9092,664,25792,35548,36,659,0,51749,118998,0.0181338,-0.0023246,1871.928,23,NA,0.260296324,0.381188254,0.358515423,65,1,1,0,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1245.55,323.229,319.876
2007,NH,29,New Hampshire,33,4,NA,NA,3.5,6.5,712008,25934,5118,10971,2087,15.59196,9.5855398,3.70859,28852,59101,24723,8292,113628,9893,1708,21016,5.8,852,160,14107,15119,27,650,0.079999998,17411,9709,0.02759092,0.00342118,1545.937,21,NA,0.247565436,0.386661465,0.365773099,8,1,1,1,1,1,0,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659.655,527.893,394.652
2007,NJ,30,New Jersey,34,12,NA,NA,4.3,7.15,4251815,189982,35063,83044,10896,15.38704,10.99906,3.42013,198725,414503,270295,59212,654779,105001,13842,148680,8.7,33859,911,121604,156374,31,654,0,150502,16509,0.0280847,0.00432089,12038.199,56,NA,0.277665484,0.323705793,0.398628723,160,1,1,1,1,1,0,NA,NA,350,350,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511.743,341.162,253.973
2007,NM,31,New Mexico,35,66,NA,NA,3.8,5.15,898998,35029,14074,35652,5454,23.040091,13.19052,2.57932,92093,233918,133580,23523,221055,84095,12276,121994,14,8404,478,47505,56387,0,623,0.2,64417,352711,0.05220076,0.01357708,3220.501,24,NA,0.2712501,0.398709373,0.330040528,45,1,1,1,1,1,0,NA,NA,235,235,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1058.53,389.93,293.31
2007,NY,32,New York,36,13,NA,NA,4.6,7.15,9088207,433849,122340,269401,60099,17.62034,11.0394,2.9877601,951633,1801984,961753,176715,1821026,381149,51318,535137,14.5,135334,2920,510654,648908,87,710,0.079999998,482787,46008,0.0498733,0.01820084,44639.206,46,NA,0.287155071,0.377256022,0.335588907,234,1,1,1,1,1,0,NA,NA,250,250,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.302,579.787,426.853
2007,NC,33,North Carolina,37,47,NA,NA,4.7,6.15,4300304,212552,25882,48825,17723,22.611641,13.37006,3.8306601,391019,882946,491320,91645,962774,258650,32660,363073,15.5,23345,1741,180518,205604,0,623,0,242135,37207,0.03151384,0.00219107,9799.491,30,NA,0.282747274,0.375919466,0.34133326,208,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727.563,290.598,227.671
2007,ND,34,North Dakota,38,36,NA,NA,3.1,5.85,355766,11468,2087,5230,568,12.8902,7.0695701,2.3387599,20395,45122,20869,6783,78909,9685,1846,19089,9.3,895,70,7038,8003,0,623,0.30000001,14544,2043303,0.033005520000000003,-0.00330108,736.733,18,NA,0.220508692,0.436557883,0.342933425,9,1,1,1,1,1,0,NA,NA,140,140,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279.31,487.403,326.346
2007,OH,35,Ohio,39,24,NA,NA,5.6,6.85,5657718,332574,78373,167017,42691,20.609711,11.87273,4.5381198,492811,1076764,458821,94044,1100203,214075,24179,306235,12.8,15094,1776,241004,257874,0,623,0,281638,2110048,0.04270664,0.01237788,17219.544,59,NA,0.276056215,0.373257994,0.350685791,161,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,990.863,414.545,331.161
2007,OK,36,Oklahoma,40,53,NA,NA,4.1,5.85,1655490,70769,9368,20289,101,25.15386,13.54215,3.76916,176290,421316,227552,45453,421601,135772,19673,193612,13.4,7437,747,76918,85102,47,670,0.050000001,119759,302184,0.03596815,0.00562259,4419.283,15,NA,0.185909116,0.442817426,0.371273459,63,1,1,1,1,1,0,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,930.323,329.677,206.285
2007,OR,37,Oregon,41,72,NA,NA,5.2,7.8,1822772,98994,18583,42036,7924,22.749281,12.84903,6.9391398,226435,438498,154266,32354,304241,89844,13856,139158,12.8,8012,651,55368,64031,2,625,0.050000001,103753,662263,0.02918586,-8.7581e-4,3801.295,34,NA,0.281158447,0.339078221,0.379763332,58,1,1,1,1,1,1,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.009,473.121,364.156
2007,PA,38,Pennsylvania,42,14,NA,NA,4.4,6.75,6064063,278934,63965,153476,27692,23.66363,11.50251,3.95999,530243,1135146,422484,97622,1143426,172955,22142,259332,10.4,27796,2075,303660,333531,27,650,0,244156,478957,0.04154183,0.01161033,20332.566,43,NA,0.23223507,0.409510223,0.358254707,147,1,1,1,1,1,0,NA,NA,300,300,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452.102,369.568,278.937
2007,RI,39,Rhode Island,44,5,NA,NA,5.2,7.4,543401,29772,8409,20075,2584,18.657591,11.08797,3.9746699,36645,76315,41452,7900,85009,17831,2123,24764,9.5,3855,189,27057,31101,57,680,0.25,24220,14808,0.04729495,0.01500948,2006.045,10,NA,0.287138491,0.34025588,0.37260563,12,1,1,1,1,1,0,NA,NA,250,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079.28,468.224,348.032
2007,SC,40,South Carolina,45,48,NA,NA,5.7,5.85,2005686,120205,15528,35316,7466,22.362459,12.55845,2.84022,233295,545293,276764,42728,496542,170200,19090,235043,14.1,11229,1311,92979,105519,0,623,0,114737,244501,0.0384103,0.00700156,5368.259,20,NA,0.265310446,0.401285867,0.333403686,109,NA,1,1,1,1,1,NA,NA,150,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350.85,261.455,194.381
2007,SD,41,South Dakota,46,37,NA,NA,2.8,5.85,430011,12488,2880,6066,1912,19.3279,10.33367,3.1117301,24754,60246,34959,9964,106218,16247,2452,24937,9.4,1570,98,11293,12961,15,638,0,21795,10503,0.027584,-0.0052996,767.996,6,NA,0.215147645,0.44132709,0.343525264,7,1,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736.138,517.231,358.691
2007,TN,42,Tennessee,47,54,NA,NA,4.7,5.85,2920352,143317,61613,159688,17225,22.52154,16.926689,4.4208002,387441,864870,299737,51787,584437,159819,20184,221716,14.8,15239,1497,146406,163142,0,623,0,160058,93736,0.03696368,0.00809315,7619.158,11,NA,0.209104711,0.457518588,0.333376701,72,1,1,1,1,1,1,NA,NA,250,250,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357.57,202.215,181.993
2007,TX,43,Texas,48,49,NA,NA,4.3,5.85,10941413,490218,61263,137695,40586,27.452551,16.075729,4.4744401,947235,2422198,1859377,303571,3079947,1026006,120185,1373279,16.5,108006,6606,429993,544605,0,623,0,900396,576587,0.02394388,4.7108e-4,20358.931,39,NA,0.227868958,0.417227663,0.354903378,965,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450.757,265.283,225.525
2007,UT,44,Utah,49,67,NA,NA,2.6,5.85,1324060,35069,5064,12206,2813,19.65831,10.774,4.3422098,50784,123475,95107,38261,312438,36957,8264,60097,9.6,2347,248,21877,24472,0,623,0,64182,255121,0.02597792,0.00232008,2179.899,12,NA,0.207613622,0.449618375,0.342768003,58,1,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.904,442.001,442.476
2007,VT,45,Vermont,50,6,NA,NA,4,7.53,339547,14192,4459,10974,1150,21.124809,11.77776,4.7470798,26046,52612,17663,5460,55451,10741,2142,19756,9.9,1117,87,12716,13920,52,675,0.2,16308,130449,0.05117797,0.01546332,1203.638,16,NA,0.258227356,0.375617968,0.366154675,6,1,1,1,1,1,0,NA,NA,300,300,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875.953,558.933,433.4
2007,VA,46,Virginia,51,40,NA,NA,3,5.85,3914087,122748,30222,67513,11360,15.15205,8.2524595,3.0883,230281,515032,263415,69345,749911,132668,22256,216527,8.6,19985,1194,119240,140419,0,623,0.31999999,143271,6128,0.02312954,0.00267874,7671.923,31,NA,0.234833161,0.368079201,0.397087638,109,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.262,279.648
2007,WA,47,Washington,53,73,NA,NA,4.7,7.93,3243308,159855,50763,119225,20416,22.36198,14.1733,4.47404,272605,536333,234041,63238,526710,104182,22667,155155,10.2,15225,893,105459,121577,46,669,0,165168,1763492,0.02675172,0.002479,7096.701,24,NA,0.228044014,0.435405049,0.336550936,52,1,1,1,1,1,0,NA,NA,250,250,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.05,486.917,384.459
2007,WV,48,West Virginia,54,56,NA,NA,4.6,6.55,773990,37170,9833,23743,4963,25.445089,13.65347,5.1558399,120135,269343,93944,22571,208846,56122,10519,95071,14.8,3817,560,74554,78931,0,623,0.039999999,49588,43752,0.04595135,0.00656477,2418.142,13,NA,0.267876507,0.395633983,0.336489509,10,1,1,1,1,1,0,NA,NA,220,220,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635.425,382.38,307.366
2007,WI,49,Wisconsin,55,25,NA,NA,4.9,6.5,2936452,151376,17173,36464,12082,18.212669000000002,9.7153502,4.2821898,162092,382770,187603,52906,598421,74982,12662,119644,11,7879,879,87279,96037,84,707,0,116761,47774,0.0359434,0.00962559,7447.419,34,NA,0.246867094,0.355659496,0.39747341,35,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.224,409.122
2007,WY,50,Wyoming,56,68,NA,NA,2.8,5.15,278486,8074,269,490,213,18.78549,9.5369101,3.5748899,9499,22608,15650,6584,53564,6809,1766,12813,10.9,386,38,5408,5832,25,648,0,12335,133800,0.02609168,-0.01402812,623.366,13,NA,0.223373722,0.42843283,0.348193448,6,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,537.717,339.191,210.498
2008,AL,1,Alabama,1,41,NA,NA,5.7,6.55,2053477,123012,17736,41112,8669,26.954809,16.62974,6.04777,231740,571591,304535,53623,586837,153377,17352,205728,14.3,14408,872,151463,166743,0,637,0,134842,19867,0.02915303,-0.00320599,4576.154,NA,NA,0.255527622,0.460712494,0.283759884,41,NA,1,1,1,1,0,NA,NA,200,200,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286.73,229.171,182.953
2008,AK,2,Alaska,2,81,NA,NA,6.7,7.15,332285,23824,3058,8028,1007,22.88891,13.06722,6.0967498,21976,56977,28093,6233,51911,10320,1673,15020,8.2,2014,100,9500,11614,362,999,0,25251,85933,0.04788987,0.01172332,1419.478,NA,NA,0.201698404,0.471069761,0.327231835,9,NA,0,0,0,0,0,NA,NA,175,175,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297.6,812.54,451.184
2008,AZ,3,Arizona,4,61,NA,NA,6.2,6.9,2913903,190960,36249,77720,18363,29.61104,19.86713,5.76896,258517,627660,358878,68775,647650,155327,22173,219432,18,13792,825,88448,103065,0,637,0,197586,48565,0.03229395,0.00298911,7243.903,NA,NA,0.252950563,0.422326584,0.324722853,210,1,1,0,1,1,1,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555.107,329.269,222.1
2008,AR,4,Arkansas,5,42,NA,NA,5.5,6.25,1300017,75240,8513,19364,3720,35.54739,23.413349,8.3958597,157871,377883,195435,36467,348858,110915,14419,151143,15.3,7834,715,90523,99072,0,637,0,89731,550133,0.04125276,0.00792637,3785.993,NA,NA,0.26100532,0.410550491,0.328444188,40,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.547,221.948,133.941
2008,CA,5,California,6,71,NA,NA,7.3,8,16854482,1323641,486066,1196411,225490,29.88979,17.90766,6.2575402,914161,2220127,1914294,408334,3121420,834089,134836,1112253,14.6,371137,20543,880236,1271916,233,870,0,1412210,2422118,0.03112484,0.00654211,49437.234,NA,NA,0.222014508,0.355479083,0.422506409,663,1,1,1,1,1,0,NA,NA,250,250,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,943.952,583.314,351.925
2008,CO,6,Colorado,8,62,NA,NA,4.8,7.02,2585243,131382,8816,21478,4438,25.017281,16.74243,6.1715999,109405,252933,165414,36227,376744,64957,11638,98193,11,8840,479,50572,59891,25,662,0,98802,404897,0.02011522,-6.464e-4,4201.554,NA,NA,0.256975322,0.388740533,0.354284145,92,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.976,305.823,172.386
2008,CT,7,Connecticut,9,1,NA,NA,5.7,7.65,1774681,106773,19091,39284,7516,22.215361,14.60692,5.07481,120573,225383,118005,25906,316596,46743,5153,63734,8.1,6638,439,48299,55376,168,805,0,56328,69996,0.02614003,0.00272378,5188.839,NA,NA,0.315663403,0.335126437,0.34921016,21,1,1,1,1,1,1,NA,NA,300,300,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661.677,431.864,303.4
2008,DE,8,Delaware,10,11,NA,NA,4.9,7.15,424914,22127,4023,11456,2441,22.476219,10.11707,4.18648,32512,74429,37869,6144,88351,19414,2294,30985,9.6,1260,97,13440,14797,0,637,0.40000001,22244,24068,0.03982889,0.01179198,1442.503,NA,NA,0.267275555,0.363884027,0.368840418,14,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410.66,324.307,198.998
2008,DC,8.5,District of Columbia,11,55,NA,NA,6.5,7.55,309192,21352,5375,11906,2278,25.426849,14.95859,6.92556,47721,89442,28529,3298,42746,14292,1602,20948,16.5,1920,135,20772,22827,0,637,0.2,16421,17867,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,FL,9,Florida,12,43,NA,NA,6.3,6.79,8637164,578360,48702,79243,38147,28.95591,19.136841,7.4010501,745847,1454928,861701,189409,1557738,407903,63915,600058,13.1,102861,2617,339362,444840,0,637,0,464381,503160,0.02641535,-0.00293561,19522.379,NA,NA,0.250292736,0.404928567,0.344778698,490,1,1,1,1,1,1,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.767,313.614,231.143
2008,GA,10,Georgia,13,44,NA,NA,6.2,5.15,4575010,304243,22100,39377,19280,32.18642,20.25017,6.9232502,417427,1021155,658549,124680,1283958,384978,52725,551014,15.5,25471,1875,185457,212803,0,637,0,305516,143417,0.02791644,0.00245062,9406.331,NA,NA,0.316590569,0.367770533,0.315638898,191,NA,1,1,1,1,0,NA,NA,235,235,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,526.862,287.006,165.562
2008,HI,11,Hawaii,15,82,NA,NA,4.3,7.25,612120,27571,5561,13563,1495,24.977341,15.55415,5.3906498,48824,96551,35202,13018,101270,16843,4495,34575,9.9,6221,182,17207,23610,0,637,0,34050,30432,0.0307244,0.00109935,1667.548,NA,NA,0.273852194,0.318358573,0.407789232,5,NA,0,0,0,0,1,NA,NA,300,300,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1284.93,453.504,340.014
2008,ID,12,Idaho,16,63,NA,NA,5.1,6.55,716653,38500,1492,2216,1370,22.09704,13.01077,4.72119,40835,100198,66283,22878,168458,40761,8732,68087,12.2,1835,190,22630,24655,32,669,0.07,41781,15514,0.03262049,0.00513013,1642.775,NA,NA,0.18350572,0.469916451,0.346577828,24,1,1,1,1,1,0,NA,NA,185,185,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626.63,298.81,292.427
2008,IL,13,Illinois,17,21,NA,NA,6.3,7.75,6238611,418616,19846,56902,16049,22.94673,13.78685,4.1727099,595832,1299443,624800,92102,1137683,222690,18311,278020,12.3,30539,2320,232769,265628,0,637,0,294685,160174,0.02964811,0.00529373,16244.219,NA,NA,0.304859,0.296871902,0.398269098,157,1,1,1,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454.011,369.935,119.229
2008,IN,14,Indiana,18,22,NA,NA,5.9,6.55,3041828,190269,31240,78907,8868,24.85145,16.05006,6.3306599,267802,623415,296123,72417,763328,137474,19109,196266,14.3,5619,861,101614,108094,0,637,0.050000001,155816,125079,0.03772986,0.01053502,8350.624,NA,NA,0.230552341,0.4301511,0.339296559,53,1,1,0,1,1,1,NA,NA,250,250,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371.365,282.945,172.321
2008,IA,15,Iowa,19,31,NA,NA,4.2,7.25,1608695,70598,15897,39910,4695,24.27095,12.31381,4.36696,117632,258173,114461,33378,392175,47004,7995,81369,9.5,3394,715,41325,45434,22,659,0.059999999,72555,41241,0.03381546,0.00328844,3901.357,NA,NA,0.24693892,0.408571805,0.344489274,26,1,1,0,1,1,1,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.17,421.25,253.699
2008,KS,16,Kansas,20,32,NA,NA,4.6,2.65,1430628,69048,12496,31551,3832,27.11627,16.392429,4.6873002,85784,187569,126310,39811,350683,59370,12160,91977,12.7,3153,337,38413,41903,0,637,0.17,73238,20627,0.02902693,0.00327873,3209.109,NA,NA,0.258512898,0.381267313,0.360219789,52,1,1,1,1,1,0,NA,NA,200,200,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.908,422.311,238.463
2008,KY,17,Kentucky,21,51,NA,NA,6.4,6.55,1900683,130055,29144,58652,17377,27.274281,15.45026,5.17698,283752,633194,267265,50401,548904,162335,21661,235674,17.1,12104,1272,173433,186809,0,637,0,136266,130711,0.04419199,0.0125438,6126.955,NA,NA,0.242533082,0.406218578,0.35124834,64,1,1,1,1,1,0,NA,NA,200,200,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,966.229,278.802,221.35
2008,LA,18,Louisiana,22,45,NA,NA,4.9,6.55,1982381,102454,10464,22865,7754,22.806749,14.80056,3.11357,283752,790733,339521,46049,585533,183781,16793,238386,18.2,15480,1513,148461,165454,0,637,0.035,141704,51511,0.03526275,-0.00965383,5767.022,NA,NA,0.216661902,0.431388019,0.351950078,100,1,1,1,1,1,1,NA,NA,250,250,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.071,254.714,209.629
2008,ME,19,Maine,23,2,NA,NA,5.5,7.25,663158,38488,10244,24065,2202,30.626989,19.00845,8.1099701,86459,173039,44492,10118,108496,21133,3214,34324,12,2142,217,31556,33915,10,647,0.15000001,25784,118582,0.05215776,0.01721458,2505.965,NA,NA,0.239664534,0.39698985,0.363345616,9,1,1,1,1,1,0,NA,NA,200,200,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.17,421.078,251.622
2008,MD,20,Maryland,24,52,NA,NA,4.2,6.55,2874987,126966,19371,44565,7970,23.530239,14.177,4.9243102,167174,359985,181780,48000,440953,85018,17098,144289,8.7,15157,585,84984,100726,0,637,0.25,135610,345891,0.02639777,0.00320423,7356.389,NA,NA,0.343793186,0.258122988,0.398083825,41,1,1,1,1,1,0,NA,NA,300,300,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.357,535.676,312.825
